Enterprise,Budget,Infra,Legacy,Deployment,Direction,Bank relation,bank_name,bank_policy,bank_size,bank_hw_pref,compatibility_score,compatibility_bucket,recommended_algorithms,recommended_hw_module_key,recommended_hw_module_desc,hw_suitable_for,reasons
Big,Medium,New,Absent,Same server,Server->User,Different bank,Saraswat,classical_but_latest_hw,Mid,latest,67.25,Medium,RSA/ECDSA (classical); Optional: Dilithium / Kyber (enable on hardware),mid_tier_fpga,Mid-tier FPGA or crypto-accelerator (balanced resources),Kyber/Dilithium,Policy classical but latest hardware -> classical preferred with PQC possible. | Hardware capable -> suggest optional PQC deployment. | Medium budget -> mid-tier FPGA/accelerator recommended.
Big,Medium,New,Absent,Different servers,User->Server,Same bank,ICICI,adopt_pqc,Big,new,82,High,Kyber (KEM); Dilithium (Signature),cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,"Medium budget -> recommend balanced PQC (Kyber, Dilithium). | Medium budget -> mid-tier FPGA/accelerator recommended. | Different servers deployment -> CPU-accelerated approach preferred for portability."
Big,Medium,New,Absent,Different servers,User->Server,Same bank,HDFC,hybrid,Big,mid,78,Medium,Kyber+RSA-hybrid; Dilithium+ECDSA-hybrid,cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Hybrid policy -> recommend hybrid classical+PQC stack. | Mid hardware and budget -> CPU with acceleration.
Big,Medium,New,Absent,Different servers,User->Server,Same bank,SBI,classical_only,Low,old,48.5,Low,RSA/ECDSA (classical); Optional: Kyber (pilot),cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Bank policy classical-only -> default to classical algorithms. | New infra + budget allows optional PQC pilot. | Old hardware -> lightweight CPU or minimal upgrade. | Different servers deployment -> CPU-accelerated approach preferred for portability.
Big,Medium,New,Absent,Different servers,User->Server,Same bank,Saraswat,classical_but_latest_hw,Mid,latest,66.75,Medium,RSA/ECDSA (classical); Optional: Dilithium / Kyber (enable on hardware),cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Policy classical but latest hardware -> classical preferred with PQC possible. | Hardware capable -> suggest optional PQC deployment. | Medium budget -> mid-tier FPGA/accelerator recommended. | Different servers deployment -> CPU-accelerated approach preferred for portability.
Big,Medium,New,Absent,Different servers,User->Server,Different bank,ICICI,adopt_pqc,Big,new,82,High,Kyber (KEM); Dilithium (Signature),cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,"Medium budget -> recommend balanced PQC (Kyber, Dilithium). | Medium budget -> mid-tier FPGA/accelerator recommended. | Different servers deployment -> CPU-accelerated approach preferred for portability."
Big,Medium,New,Absent,Different servers,User->Server,Different bank,HDFC,hybrid,Big,mid,78,Medium,Kyber+RSA-hybrid; Dilithium+ECDSA-hybrid,cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Hybrid policy -> recommend hybrid classical+PQC stack. | Mid hardware and budget -> CPU with acceleration.
Big,Medium,New,Absent,Different servers,User->Server,Different bank,SBI,classical_only,Low,old,48.5,Low,RSA/ECDSA (classical); Optional: Kyber (pilot),cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Bank policy classical-only -> default to classical algorithms. | New infra + budget allows optional PQC pilot. | Old hardware -> lightweight CPU or minimal upgrade. | Different servers deployment -> CPU-accelerated approach preferred for portability.
Big,Medium,New,Absent,Different servers,User->Server,Different bank,Saraswat,classical_but_latest_hw,Mid,latest,66.75,Medium,RSA/ECDSA (classical); Optional: Dilithium / Kyber (enable on hardware),cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Policy classical but latest hardware -> classical preferred with PQC possible. | Hardware capable -> suggest optional PQC deployment. | Medium budget -> mid-tier FPGA/accelerator recommended. | Different servers deployment -> CPU-accelerated approach preferred for portability.
Big,Medium,New,Absent,Different servers,Server->User,Same bank,ICICI,adopt_pqc,Big,new,82,High,Kyber (KEM); Dilithium (Signature),cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,"Medium budget -> recommend balanced PQC (Kyber, Dilithium). | Medium budget -> mid-tier FPGA/accelerator recommended. | Different servers deployment -> CPU-accelerated approach preferred for portability."
Big,Medium,New,Absent,Different servers,Server->User,Same bank,HDFC,hybrid,Big,mid,78,Medium,Kyber+RSA-hybrid; Dilithium+ECDSA-hybrid,cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Hybrid policy -> recommend hybrid classical+PQC stack. | Mid hardware and budget -> CPU with acceleration.
Big,Medium,New,Absent,Different servers,Server->User,Same bank,SBI,classical_only,Low,old,48.5,Low,RSA/ECDSA (classical); Optional: Kyber (pilot),cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Bank policy classical-only -> default to classical algorithms. | New infra + budget allows optional PQC pilot. | Old hardware -> lightweight CPU or minimal upgrade. | Different servers deployment -> CPU-accelerated approach preferred for portability.
Big,Medium,New,Absent,Different servers,Server->User,Same bank,Saraswat,classical_but_latest_hw,Mid,latest,66.75,Medium,RSA/ECDSA (classical); Optional: Dilithium / Kyber (enable on hardware),cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Policy classical but latest hardware -> classical preferred with PQC possible. | Hardware capable -> suggest optional PQC deployment. | Medium budget -> mid-tier FPGA/accelerator recommended. | Different servers deployment -> CPU-accelerated approach preferred for portability.
Big,Medium,New,Absent,Different servers,Server->User,Different bank,ICICI,adopt_pqc,Big,new,82,High,Kyber (KEM); Dilithium (Signature),cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,"Medium budget -> recommend balanced PQC (Kyber, Dilithium). | Medium budget -> mid-tier FPGA/accelerator recommended. | Different servers deployment -> CPU-accelerated approach preferred for portability."
Big,Medium,New,Absent,Different servers,Server->User,Different bank,HDFC,hybrid,Big,mid,78,Medium,Kyber+RSA-hybrid; Dilithium+ECDSA-hybrid,cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Hybrid policy -> recommend hybrid classical+PQC stack. | Mid hardware and budget -> CPU with acceleration.
Big,Medium,New,Absent,Different servers,Server->User,Different bank,SBI,classical_only,Low,old,48.5,Low,RSA/ECDSA (classical); Optional: Kyber (pilot),cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Bank policy classical-only -> default to classical algorithms. | New infra + budget allows optional PQC pilot. | Old hardware -> lightweight CPU or minimal upgrade. | Different servers deployment -> CPU-accelerated approach preferred for portability.
Big,Medium,New,Absent,Different servers,Server->User,Different bank,Saraswat,classical_but_latest_hw,Mid,latest,66.75,Medium,RSA/ECDSA (classical); Optional: Dilithium / Kyber (enable on hardware),cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Policy classical but latest hardware -> classical preferred with PQC possible. | Hardware capable -> suggest optional PQC deployment. | Medium budget -> mid-tier FPGA/accelerator recommended. | Different servers deployment -> CPU-accelerated approach preferred for portability.
Big,Medium,Old,Present,Same server,User->Server,Same bank,ICICI,adopt_pqc,Big,new,56.5,Low,Kyber (KEM); Dilithium (Signature),mid_tier_fpga,Mid-tier FPGA or crypto-accelerator (balanced resources),Kyber/Dilithium,"Medium budget -> recommend balanced PQC (Kyber, Dilithium). | Medium budget -> mid-tier FPGA/accelerator recommended."
Big,Medium,Old,Present,Same server,User->Server,Same bank,HDFC,hybrid,Big,mid,76,Medium,Kyber+RSA-hybrid; Dilithium+ECDSA-hybrid,cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Hybrid policy -> recommend hybrid classical+PQC stack. | Legacy present -> keep classical for compatibility and add PQC fallback. | Mid hardware and budget -> CPU with acceleration.
Big,Medium,Old,Present,Same server,User->Server,Same bank,SBI,classical_only,Low,old,73.25,Medium,RSA/ECDSA (classical),lightweight_cpu,Lightweight CPU (low-power) - prefer small/optimized algorithms,ECDSA / RSA (legacy),Bank policy classical-only -> default to classical algorithms. | Old hardware -> lightweight CPU or minimal upgrade.
Big,Medium,Old,Present,Same server,User->Server,Same bank,Saraswat,classical_but_latest_hw,Mid,latest,58.25,Low,RSA/ECDSA (classical); Optional: Dilithium / Kyber (enable on hardware),mid_tier_fpga,Mid-tier FPGA or crypto-accelerator (balanced resources),Kyber/Dilithium,Policy classical but latest hardware -> classical preferred with PQC possible. | Hardware capable -> suggest optional PQC deployment. | Medium budget -> mid-tier FPGA/accelerator recommended.
Big,Medium,Old,Present,Same server,User->Server,Different bank,ICICI,adopt_pqc,Big,new,56.5,Low,Kyber (KEM); Dilithium (Signature),mid_tier_fpga,Mid-tier FPGA or crypto-accelerator (balanced resources),Kyber/Dilithium,"Medium budget -> recommend balanced PQC (Kyber, Dilithium). | Medium budget -> mid-tier FPGA/accelerator recommended."
Big,Medium,Old,Present,Same server,User->Server,Different bank,HDFC,hybrid,Big,mid,76,Medium,Kyber+RSA-hybrid; Dilithium+ECDSA-hybrid,cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Hybrid policy -> recommend hybrid classical+PQC stack. | Legacy present -> keep classical for compatibility and add PQC fallback. | Mid hardware and budget -> CPU with acceleration.
Big,Medium,Old,Present,Same server,User->Server,Different bank,SBI,classical_only,Low,old,73.25,Medium,RSA/ECDSA (classical),lightweight_cpu,Lightweight CPU (low-power) - prefer small/optimized algorithms,ECDSA / RSA (legacy),Bank policy classical-only -> default to classical algorithms. | Old hardware -> lightweight CPU or minimal upgrade.
Big,Medium,Old,Present,Same server,User->Server,Different bank,Saraswat,classical_but_latest_hw,Mid,latest,58.25,Low,RSA/ECDSA (classical); Optional: Dilithium / Kyber (enable on hardware),mid_tier_fpga,Mid-tier FPGA or crypto-accelerator (balanced resources),Kyber/Dilithium,Policy classical but latest hardware -> classical preferred with PQC possible. | Hardware capable -> suggest optional PQC deployment. | Medium budget -> mid-tier FPGA/accelerator recommended.
Big,Medium,Old,Present,Same server,Server->User,Same bank,ICICI,adopt_pqc,Big,new,56.5,Low,Kyber (KEM); Dilithium (Signature),mid_tier_fpga,Mid-tier FPGA or crypto-accelerator (balanced resources),Kyber/Dilithium,"Medium budget -> recommend balanced PQC (Kyber, Dilithium). | Medium budget -> mid-tier FPGA/accelerator recommended."
Big,Medium,Old,Present,Same server,Server->User,Same bank,HDFC,hybrid,Big,mid,76,Medium,Kyber+RSA-hybrid; Dilithium+ECDSA-hybrid,cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Hybrid policy -> recommend hybrid classical+PQC stack. | Legacy present -> keep classical for compatibility and add PQC fallback. | Mid hardware and budget -> CPU with acceleration.
Big,Medium,Old,Present,Same server,Server->User,Same bank,SBI,classical_only,Low,old,73.25,Medium,RSA/ECDSA (classical),lightweight_cpu,Lightweight CPU (low-power) - prefer small/optimized algorithms,ECDSA / RSA (legacy),Bank policy classical-only -> default to classical algorithms. | Old hardware -> lightweight CPU or minimal upgrade.
Big,Medium,Old,Present,Same server,Server->User,Same bank,Saraswat,classical_but_latest_hw,Mid,latest,58.25,Low,RSA/ECDSA (classical); Optional: Dilithium / Kyber (enable on hardware),mid_tier_fpga,Mid-tier FPGA or crypto-accelerator (balanced resources),Kyber/Dilithium,Policy classical but latest hardware -> classical preferred with PQC possible. | Hardware capable -> suggest optional PQC deployment. | Medium budget -> mid-tier FPGA/accelerator recommended.
Big,Medium,Old,Present,Same server,Server->User,Different bank,ICICI,adopt_pqc,Big,new,56.5,Low,Kyber (KEM); Dilithium (Signature),mid_tier_fpga,Mid-tier FPGA or crypto-accelerator (balanced resources),Kyber/Dilithium,"Medium budget -> recommend balanced PQC (Kyber, Dilithium). | Medium budget -> mid-tier FPGA/accelerator recommended."
Big,Medium,Old,Present,Same server,Server->User,Different bank,HDFC,hybrid,Big,mid,76,Medium,Kyber+RSA-hybrid; Dilithium+ECDSA-hybrid,cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Hybrid policy -> recommend hybrid classical+PQC stack. | Legacy present -> keep classical for compatibility and add PQC fallback. | Mid hardware and budget -> CPU with acceleration.
Big,Medium,Old,Present,Same server,Server->User,Different bank,SBI,classical_only,Low,old,73.25,Medium,RSA/ECDSA (classical),lightweight_cpu,Lightweight CPU (low-power) - prefer small/optimized algorithms,ECDSA / RSA (legacy),Bank policy classical-only -> default to classical algorithms. | Old hardware -> lightweight CPU or minimal upgrade.
Big,Medium,Old,Present,Same server,Server->User,Different bank,Saraswat,classical_but_latest_hw,Mid,latest,58.25,Low,RSA/ECDSA (classical); Optional: Dilithium / Kyber (enable on hardware),mid_tier_fpga,Mid-tier FPGA or crypto-accelerator (balanced resources),Kyber/Dilithium,Policy classical but latest hardware -> classical preferred with PQC possible. | Hardware capable -> suggest optional PQC deployment. | Medium budget -> mid-tier FPGA/accelerator recommended.
Big,Medium,Old,Present,Different servers,User->Server,Same bank,ICICI,adopt_pqc,Big,new,54.5,Low,Kyber (KEM); Dilithium (Signature),cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,"Medium budget -> recommend balanced PQC (Kyber, Dilithium). | Medium budget -> mid-tier FPGA/accelerator recommended. | Different servers deployment -> CPU-accelerated approach preferred for portability."
Big,Medium,Old,Present,Different servers,User->Server,Same bank,HDFC,hybrid,Big,mid,74,Medium,Kyber+RSA-hybrid; Dilithium+ECDSA-hybrid,cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Hybrid policy -> recommend hybrid classical+PQC stack. | Legacy present -> keep classical for compatibility and add PQC fallback. | Mid hardware and budget -> CPU with acceleration.
Big,Medium,Old,Present,Different servers,User->Server,Same bank,SBI,classical_only,Low,old,72.75,Medium,RSA/ECDSA (classical),cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Bank policy classical-only -> default to classical algorithms. | Old hardware -> lightweight CPU or minimal upgrade. | Different servers deployment -> CPU-accelerated approach preferred for portability.
Big,Medium,Old,Present,Different servers,User->Server,Same bank,Saraswat,classical_but_latest_hw,Mid,latest,57.75,Low,RSA/ECDSA (classical); Optional: Dilithium / Kyber (enable on hardware),cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Policy classical but latest hardware -> classical preferred with PQC possible. | Hardware capable -> suggest optional PQC deployment. | Medium budget -> mid-tier FPGA/accelerator recommended. | Different servers deployment -> CPU-accelerated approach preferred for portability.
Big,Medium,Old,Present,Different servers,User->Server,Different bank,ICICI,adopt_pqc,Big,new,54.5,Low,Kyber (KEM); Dilithium (Signature),cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,"Medium budget -> recommend balanced PQC (Kyber, Dilithium). | Medium budget -> mid-tier FPGA/accelerator recommended. | Different servers deployment -> CPU-accelerated approach preferred for portability."
Big,Medium,Old,Present,Different servers,User->Server,Different bank,HDFC,hybrid,Big,mid,74,Medium,Kyber+RSA-hybrid; Dilithium+ECDSA-hybrid,cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Hybrid policy -> recommend hybrid classical+PQC stack. | Legacy present -> keep classical for compatibility and add PQC fallback. | Mid hardware and budget -> CPU with acceleration.
Big,Medium,Old,Present,Different servers,User->Server,Different bank,SBI,classical_only,Low,old,72.75,Medium,RSA/ECDSA (classical),cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Bank policy classical-only -> default to classical algorithms. | Old hardware -> lightweight CPU or minimal upgrade. | Different servers deployment -> CPU-accelerated approach preferred for portability.
Big,Medium,Old,Present,Different servers,User->Server,Different bank,Saraswat,classical_but_latest_hw,Mid,latest,57.75,Low,RSA/ECDSA (classical); Optional: Dilithium / Kyber (enable on hardware),cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Policy classical but latest hardware -> classical preferred with PQC possible. | Hardware capable -> suggest optional PQC deployment. | Medium budget -> mid-tier FPGA/accelerator recommended. | Different servers deployment -> CPU-accelerated approach preferred for portability.
Big,Medium,Old,Present,Different servers,Server->User,Same bank,ICICI,adopt_pqc,Big,new,54.5,Low,Kyber (KEM); Dilithium (Signature),cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,"Medium budget -> recommend balanced PQC (Kyber, Dilithium). | Medium budget -> mid-tier FPGA/accelerator recommended. | Different servers deployment -> CPU-accelerated approach preferred for portability."
Big,Medium,Old,Present,Different servers,Server->User,Same bank,HDFC,hybrid,Big,mid,74,Medium,Kyber+RSA-hybrid; Dilithium+ECDSA-hybrid,cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Hybrid policy -> recommend hybrid classical+PQC stack. | Legacy present -> keep classical for compatibility and add PQC fallback. | Mid hardware and budget -> CPU with acceleration.
Big,Medium,Old,Present,Different servers,Server->User,Same bank,SBI,classical_only,Low,old,72.75,Medium,RSA/ECDSA (classical),cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Bank policy classical-only -> default to classical algorithms. | Old hardware -> lightweight CPU or minimal upgrade. | Different servers deployment -> CPU-accelerated approach preferred for portability.
Big,Medium,Old,Present,Different servers,Server->User,Same bank,Saraswat,classical_but_latest_hw,Mid,latest,57.75,Low,RSA/ECDSA (classical); Optional: Dilithium / Kyber (enable on hardware),cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Policy classical but latest hardware -> classical preferred with PQC possible. | Hardware capable -> suggest optional PQC deployment. | Medium budget -> mid-tier FPGA/accelerator recommended. | Different servers deployment -> CPU-accelerated approach preferred for portability.
Big,Medium,Old,Present,Different servers,Server->User,Different bank,ICICI,adopt_pqc,Big,new,54.5,Low,Kyber (KEM); Dilithium (Signature),cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,"Medium budget -> recommend balanced PQC (Kyber, Dilithium). | Medium budget -> mid-tier FPGA/accelerator recommended. | Different servers deployment -> CPU-accelerated approach preferred for portability."
Big,Medium,Old,Present,Different servers,Server->User,Different bank,HDFC,hybrid,Big,mid,74,Medium,Kyber+RSA-hybrid; Dilithium+ECDSA-hybrid,cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Hybrid policy -> recommend hybrid classical+PQC stack. | Legacy present -> keep classical for compatibility and add PQC fallback. | Mid hardware and budget -> CPU with acceleration.
Big,Medium,Old,Present,Different servers,Server->User,Different bank,SBI,classical_only,Low,old,72.75,Medium,RSA/ECDSA (classical),cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Bank policy classical-only -> default to classical algorithms. | Old hardware -> lightweight CPU or minimal upgrade. | Different servers deployment -> CPU-accelerated approach preferred for portability.
Big,Medium,Old,Present,Different servers,Server->User,Different bank,Saraswat,classical_but_latest_hw,Mid,latest,57.75,Low,RSA/ECDSA (classical); Optional: Dilithium / Kyber (enable on hardware),cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Policy classical but latest hardware -> classical preferred with PQC possible. | Hardware capable -> suggest optional PQC deployment. | Medium budget -> mid-tier FPGA/accelerator recommended. | Different servers deployment -> CPU-accelerated approach preferred for portability.
Big,Medium,Old,Absent,Same server,User->Server,Same bank,ICICI,adopt_pqc,Big,new,60.5,Medium,Kyber (KEM); Dilithium (Signature),mid_tier_fpga,Mid-tier FPGA or crypto-accelerator (balanced resources),Kyber/Dilithium,"Medium budget -> recommend balanced PQC (Kyber, Dilithium). | Medium budget -> mid-tier FPGA/accelerator recommended."
Big,Medium,Old,Absent,Same server,User->Server,Same bank,HDFC,hybrid,Big,mid,80,High,Kyber+RSA-hybrid; Dilithium+ECDSA-hybrid,cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Hybrid policy -> recommend hybrid classical+PQC stack. | Mid hardware and budget -> CPU with acceleration.
Big,Medium,Old,Absent,Same server,User->Server,Same bank,SBI,classical_only,Low,old,71.25,Medium,RSA/ECDSA (classical),lightweight_cpu,Lightweight CPU (low-power) - prefer small/optimized algorithms,ECDSA / RSA (legacy),Bank policy classical-only -> default to classical algorithms. | Old hardware -> lightweight CPU or minimal upgrade.
Big,Medium,Old,Absent,Same server,User->Server,Same bank,Saraswat,classical_but_latest_hw,Mid,latest,62.25,Medium,RSA/ECDSA (classical); Optional: Dilithium / Kyber (enable on hardware),mid_tier_fpga,Mid-tier FPGA or crypto-accelerator (balanced resources),Kyber/Dilithium,Policy classical but latest hardware -> classical preferred with PQC possible. | Hardware capable -> suggest optional PQC deployment. | Medium budget -> mid-tier FPGA/accelerator recommended.
Big,Medium,Old,Absent,Same server,User->Server,Different bank,ICICI,adopt_pqc,Big,new,60.5,Medium,Kyber (KEM); Dilithium (Signature),mid_tier_fpga,Mid-tier FPGA or crypto-accelerator (balanced resources),Kyber/Dilithium,"Medium budget -> recommend balanced PQC (Kyber, Dilithium). | Medium budget -> mid-tier FPGA/accelerator recommended."
Big,Medium,Old,Absent,Same server,User->Server,Different bank,HDFC,hybrid,Big,mid,80,High,Kyber+RSA-hybrid; Dilithium+ECDSA-hybrid,cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Hybrid policy -> recommend hybrid classical+PQC stack. | Mid hardware and budget -> CPU with acceleration.
Big,Medium,Old,Absent,Same server,User->Server,Different bank,SBI,classical_only,Low,old,71.25,Medium,RSA/ECDSA (classical),lightweight_cpu,Lightweight CPU (low-power) - prefer small/optimized algorithms,ECDSA / RSA (legacy),Bank policy classical-only -> default to classical algorithms. | Old hardware -> lightweight CPU or minimal upgrade.
Big,Medium,Old,Absent,Same server,User->Server,Different bank,Saraswat,classical_but_latest_hw,Mid,latest,62.25,Medium,RSA/ECDSA (classical); Optional: Dilithium / Kyber (enable on hardware),mid_tier_fpga,Mid-tier FPGA or crypto-accelerator (balanced resources),Kyber/Dilithium,Policy classical but latest hardware -> classical preferred with PQC possible. | Hardware capable -> suggest optional PQC deployment. | Medium budget -> mid-tier FPGA/accelerator recommended.
Big,Medium,Old,Absent,Same server,Server->User,Same bank,ICICI,adopt_pqc,Big,new,60.5,Medium,Kyber (KEM); Dilithium (Signature),mid_tier_fpga,Mid-tier FPGA or crypto-accelerator (balanced resources),Kyber/Dilithium,"Medium budget -> recommend balanced PQC (Kyber, Dilithium). | Medium budget -> mid-tier FPGA/accelerator recommended."
Big,Medium,Old,Absent,Same server,Server->User,Same bank,HDFC,hybrid,Big,mid,80,High,Kyber+RSA-hybrid; Dilithium+ECDSA-hybrid,cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Hybrid policy -> recommend hybrid classical+PQC stack. | Mid hardware and budget -> CPU with acceleration.
Big,Medium,Old,Absent,Same server,Server->User,Same bank,SBI,classical_only,Low,old,71.25,Medium,RSA/ECDSA (classical),lightweight_cpu,Lightweight CPU (low-power) - prefer small/optimized algorithms,ECDSA / RSA (legacy),Bank policy classical-only -> default to classical algorithms. | Old hardware -> lightweight CPU or minimal upgrade.
Big,Medium,Old,Absent,Same server,Server->User,Same bank,Saraswat,classical_but_latest_hw,Mid,latest,62.25,Medium,RSA/ECDSA (classical); Optional: Dilithium / Kyber (enable on hardware),mid_tier_fpga,Mid-tier FPGA or crypto-accelerator (balanced resources),Kyber/Dilithium,Policy classical but latest hardware -> classical preferred with PQC possible. | Hardware capable -> suggest optional PQC deployment. | Medium budget -> mid-tier FPGA/accelerator recommended.
Big,Medium,Old,Absent,Same server,Server->User,Different bank,ICICI,adopt_pqc,Big,new,60.5,Medium,Kyber (KEM); Dilithium (Signature),mid_tier_fpga,Mid-tier FPGA or crypto-accelerator (balanced resources),Kyber/Dilithium,"Medium budget -> recommend balanced PQC (Kyber, Dilithium). | Medium budget -> mid-tier FPGA/accelerator recommended."
Big,Medium,Old,Absent,Same server,Server->User,Different bank,HDFC,hybrid,Big,mid,80,High,Kyber+RSA-hybrid; Dilithium+ECDSA-hybrid,cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Hybrid policy -> recommend hybrid classical+PQC stack. | Mid hardware and budget -> CPU with acceleration.
Big,Medium,Old,Absent,Same server,Server->User,Different bank,SBI,classical_only,Low,old,71.25,Medium,RSA/ECDSA (classical),lightweight_cpu,Lightweight CPU (low-power) - prefer small/optimized algorithms,ECDSA / RSA (legacy),Bank policy classical-only -> default to classical algorithms. | Old hardware -> lightweight CPU or minimal upgrade.
Big,Medium,Old,Absent,Same server,Server->User,Different bank,Saraswat,classical_but_latest_hw,Mid,latest,62.25,Medium,RSA/ECDSA (classical); Optional: Dilithium / Kyber (enable on hardware),mid_tier_fpga,Mid-tier FPGA or crypto-accelerator (balanced resources),Kyber/Dilithium,Policy classical but latest hardware -> classical preferred with PQC possible. | Hardware capable -> suggest optional PQC deployment. | Medium budget -> mid-tier FPGA/accelerator recommended.
Big,Medium,Old,Absent,Different servers,User->Server,Same bank,ICICI,adopt_pqc,Big,new,58.5,Low,Kyber (KEM); Dilithium (Signature),cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,"Medium budget -> recommend balanced PQC (Kyber, Dilithium). | Medium budget -> mid-tier FPGA/accelerator recommended. | Different servers deployment -> CPU-accelerated approach preferred for portability."
Big,Medium,Old,Absent,Different servers,User->Server,Same bank,HDFC,hybrid,Big,mid,78,Medium,Kyber+RSA-hybrid; Dilithium+ECDSA-hybrid,cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Hybrid policy -> recommend hybrid classical+PQC stack. | Mid hardware and budget -> CPU with acceleration.
Big,Medium,Old,Absent,Different servers,User->Server,Same bank,SBI,classical_only,Low,old,70.75,Medium,RSA/ECDSA (classical),cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Bank policy classical-only -> default to classical algorithms. | Old hardware -> lightweight CPU or minimal upgrade. | Different servers deployment -> CPU-accelerated approach preferred for portability.
Big,Medium,Old,Absent,Different servers,User->Server,Same bank,Saraswat,classical_but_latest_hw,Mid,latest,61.75,Medium,RSA/ECDSA (classical); Optional: Dilithium / Kyber (enable on hardware),cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,Policy classical but latest hardware -> classical preferred with PQC possible. | Hardware capable -> suggest optional PQC deployment. | Medium budget -> mid-tier FPGA/accelerator recommended. | Different servers deployment -> CPU-accelerated approach preferred for portability.
Big,Medium,Old,Absent,Different servers,User->Server,Different bank,ICICI,adopt_pqc,Big,new,58.5,Low,Kyber (KEM); Dilithium (Signature),cpu_with_accel,Server CPU with crypto acceleration (AVX2/AVX512) or co-processor,Kyber/ECDSA,"Medium budget -> recommend balanced PQC (Kyber, Dilithium). | Medium budget -> mid-tier FPGA/accelerator recommended. | Different servers deployment -> CPU-accelerated approach preferred for portability."
